분류번호,명칭,수준,시간
1701030306_17v1,화학제품 기술사업화 양산공정 최적화,5,60
1701030307_17v1,화학제품 기술사업화 환경·안전성 관리,5,46
1701030308_17v1,화학제품 기술사업화 원부재료 준비,5,30
1701030309_17v1,화학제품 기술사업화 양산 교육훈련,5,30
1701030310_17v1,화학제품 기술사업화 양산설비 시 생산,5,60
1701030311_17v1,화학제품 기술사업화 양산설비 시생산 결과 평가,6,30
1701030312_17v1,화학제품 기술사업화 양산설비 시생산 품질 평가,6,46
1701030313_17v1,화학제품 기술사업화 문서관리,5,30
1702000101_22v1,가동전 준비,3,40
1702000102_22v1,환경설비 운전,3,30
1702000103_22v1,유틸리티 운전,3,40
1702000104_22v1,단위설비 운전,3,40
1702000105_22v1,필드(filed) 운전,3,60
1702000106_22v1,조정실 운전,4,60
1702000107_22v1,공정 이상 상황 후속 조치,4,20
1702000108_22v1,공정운전 비상사태 대응,3,20
1702000109_22v1,공정운전 정보시스템 활용,4,40
1702010101_13v1,생산계획수립,6,20
1702010102_13v1,원·부재료 공급,5,20
1702010103_13v1,공정운전,5,16
1702010104_13v1,공정관리,6,20
1702010105_13v1,설비관리,3,16
1702010106_13v1,품질관리,4,16
1702010107_13v1,제품 생산·출하관리,3,16
1702010110_16v2,유틸리티관리,3,16
1702010111_16v2,안전조치,3,35
1702010112_16v2,안전관리,5,30
1702010113_16v2,환경설비관리,3,30
1702010114_16v2,환경관리,5,30
1702020101_13v1,원·부재료구매,6,50
1702020102_13v1,입출하관리,3,12
1702020104_16v2,공정개발,5,24
1702020105_16v2,공정관리,5,70
1702020108_13v1,안전관리,5,30
1702020109_13v1,환경관리,5,30
1702020111_22v3,운전준비,3,45
1702020112_16v2,정상상태 공정운전,3,60
1702020113_16v2,비정상상태 공정운전,3,60
1702020114_16v2,설비관리,5,50
1702020115_16v2,설비점검,3,50
1702020116_16v2,품질분석,3,50
1702020117_16v2,품질관리,5,50
1702020118_16v2,유틸리티 관리,5,50
1702020119_16v2,유틸리티 운전,3,50
1702020201_16v2,생산계획 수립,5,40
1702020202_16v2,원부원료 관리,4,30
1702020204_13v1,재고·출하관리,3,20
1702020206_13v1,환경안전보건관리,4,16
1702020208_13v1,제조원가관리,5,20
1702020209_16v2,공정개선,5,40
1702020210_16v2,품질개선,5,40
1702020211_16v2,가동 전 현장 준비,3,45
1702020212_22v3,단위설비 운전,3,50
1702020213_22v3,주조정실 운전,3,50
1702020214_16v2,품질분석,3,50
1702020215_16v2,품질관리,5,50
1702020216_16v2,설비점검,3,45
1702020217_16v2,설비관리,5,50
1702020301_14v1,합섬원료 수급관리,3,24
1702020302_14v1,합섬원료 원부재료관리,3,12
1702020303_22v2,합섬원료 공정운전,3,32
1702020304_14v1,합섬원료 공정관리,5,40
1702020305_14v1,합섬원료 설비유지보수,3,16
1702020306_16v2,합섬원료 유틸리티관리,5,40
1702020307_14v1,합섬원료 품질관리,3,24
1702020308_16v2,합섬원료 안전점검,3,30
1702020309_16v2,합섬원료 환경점검,3,30
1702020402_22v2,설비 운전,4,40
1702020403_16v2,생산·출하관리,5,20
1702020404_13v1,품질관리,5,24
1702020405_13v1,환경안전보건관리,5,16
1702020406_13v1,설비 유지보수,5,28
1702020407_16v2,공정 이상관리,5,50
1702020408_16v2,원가관리,5,40
1702020409_13v1,공정개선,5,24
1702020410_16v2,원부재료 관리,3,30
1702020411_16v2,원부재료 구매계획,5,20
1702020501_13v1,고객 요구사항과 시장분석,6,16
1702020502_16v2,배합설계,5,70
1702020503_16v2,공정설계,5,70
1702020504_22v3,혼련작업,3,50
1702020505_16v2,공정검사,3,45
1702020506_16v2,제품검사,3,45
1702020508_16v2,외주관리,5,50
1702020509_16v2,시설유지보수,5,40
1702020510_13v1,안전과 환경관리,5,30
1702020511_16v1,시험제품 생산,3,40
1702020512_16v1,혼련작업 안정화조건 조정,3,50
1702020513_16v2,품질관리,5,45
1702020514_16v2,품질보증,5,45
1702020601_13v1,기술동향과 경제성 분석,4,16
1702020602_16v2,기능성고분자 설계,6,40
1702020603_16v2,기능성고분자 중합,3,50
1702020604_22v2,기능성고분자 개질,4,50
1702020606_16v2,기능성고분자 분석,5,45
1702020607_13v1,기능성고분자 후가공성 평가,4,40
1702020608_13v1,공정개선,5,45
1702020609_13v1,품질보증과 인증,4,16
1702020610_16v2,안전·환경 점검,3,16
1702020611_16v2,기능성고분자 물성측정,3,40
1702020612_16v2,기능성고분자 물성해석,5,50
1702030201_17v2,원·부재료 관리,4,16
1702030203_17v2,공정개선,6,24
1702030204_17v2,생산관리,5,16
1702030205_17v2,설비관리,5,20
1702030206_17v2,품질관리,4,20
1702030207_17v2,안전과 보건관리,5,16
1702030208_17v2,환경관리,5,16
1702030209_17v2,유틸리티 운영과 관리,4,20
1702030210_17v2,제품 보관과 출하,3,16
1702030211_17v2,산 제품생산,3,30
1702030212_17v2,알카리 제품생산,3,30
1703000101_21v1,정밀화학제품 제조 계획 수립,5,40
1703000102_21v1,정밀화학제품 제조 표준 작성,5,40
1703000103_21v1,정밀화학제품 제조 설비 점검,3,30
1703000104_21v1,정밀화학제품 제조 준비,3,30
1703000105_21v1,정밀화학제품 단량체 합성,3,30
1703000106_21v1,정밀화학제품 중합,3,30
1703000107_21v1,정밀화학제품 혼합,3,30
1703000108_21v1,정밀화학제품 분리ㆍ정제,3,30
1703000109_21v1,정밀화학제품 제제·제형화,3,30
1703000110_21v1,정밀화학제품 포장,3,30
1703000111_21v1,정밀화학제품 공정검사,3,30
1703000112_21v1,정밀화학제품 제조 작업관리,5,40
1703000113_21v1,정밀화학제품 제조 안전·환경·보건·위생 관리,5,40
1703000114_21v1,정밀화학제품 생산성 개선,7,50
1703000115_21v1,정밀화학제품 공정관리 계획 수립,5,40
1703000116_21v1,정밀화학제품 생산실적 관리,5,40
1703000117_21v1,정밀화학제품 생산설비 운영 관리,5,40
1703010201_17v2,생산계획,5,50
1703010202_17v2,시제품제조,5,50
1703010203_17v2,제품생산,4,60
1703010204_17v2,부적합선별·재가공,4,50
1703010205_17v2,품질관리,5,30
1703010206_13v1,설비유지·보수,4,50
1703010207_17v2,협력업체 관리,4,60
1703010208_17v2,안전관리,5,50
1703010209_17v2,행정보고,5,60
1703010210_17v1,제품개발 계획수립,6,60
1703010211_17v1,시험용제품평가,5,45
1703010212_17v1,제품 등록,5,45
1703010213_17v1,제품 생산기준서이관,6,45
1703010214_21v2,환경관리,5,45
1703010215_21v1,보관관리,4,40
1703010401_19v2,비료 원료 구매 관리,5,20
1703010402_13v1,질소질 비료 생산,5,20
1703010403_19v2,인산질 비료 생산,4,16
1703010404_19v2,칼리질 비료 생산,3,16
1703010405_19v2,복합 비료 생산,5,20
1703010406_19v2,토양 개량제와 미량 요소 비료 생산,4,16
1703010407_13v1,생산 계획과 공정 관리,6,24
1703010408_13v1,생산 설비 관리,5,20
1703010409_19v2,비료 품질 관리,4,16
1703010411_19v2,비료 제조 안전 관리,5,16
1703010412_19v2,비료 제조 환경 관리,5,16
1703020101_16v2,생산계획,5,50
1703020104_16v2,포장·출하작업,3,30
1703020106_13v1,환경·안전관리,4,30
1703020107_13v1,교육·훈련,5,50
1703020108_16v1,생산관리,5,50
1703020109_16v2,생산준비,3,40
1703020110_16v2,생산작업,3,50
1703020111_16v2,작업공정관리,5,50
1703020112_16v1,선별 공정관리,5,45
1703020113_16v2,품질검사,3,50
1703020114_16v2,품질관리,5,50
1703020115_16v2,설비유지 보수작업,3,50
1703020116_16v2,설비유지 관리,5,40
1703020201_16v2,기준서 검토,5,30
1703020202_16v2,시험생산,5,50
1703020203_16v2,원부재료관리,5,40
1703020204_16v2,대량생산,5,80
1703020205_13v1,품질관리,3,50
1703020206_13v1,포장·출하관리,3,20
1703020208_16v2,환경점검,3,20
1703020209_16v2,환경관리,5,40
1703020301_20v2,색소제조 생산계획수립,4,30
1703020302_14v1,색소제조 시험생산,4,80
1703020303_14v1,색소제조 원료검수·관리,3,30
1703020304_20v2,색소제조 제품생산,3,80
1703020305_14v1,색소제조 품질관리,3,40
1703020306_14v1,색소제조 창고·출하관리,2,40
1703020307_20v2,색소제조 설비유지관리,3,50
1703020308_20v2,색소제조 안전관리,5,30
1703020309_20v2,색소제조 환경관리,5,30
1703020401_16v2,도료제조 생산계획,5,45
1703020402_16v2,도료제조 표준서검토,5,40
1703020403_16v2,도료제조 원재료관리,3,45
1703020405_16v2,도료제조 외주관리,5,30
1703020410_16v1,도료 배합설계,5,45
1703020411_16v1,합성수지 배합설계,5,45
1703020412_16v2,도료 생산,3,50
1703020413_16v2,도료제조 공정검사,3,50
1703020414_16v1,도료제조 공정개선,5,30
1703020415_16v2,도료제조 설비점검,3,45
1703020416_16v2,도료제조 설비관리,5,30
1703020417_16v2,도료제조 품질검사,3,50
1703020418_16v2,도료제조 품질관리,5,45
1703020419_16v2,도료제조 안전점검,3,30
1703020420_16v2,도료제조 안전관리,5,30
1703020421_16v2,도료제조 환경점검,3,30
1703020422_16v2,도료제조 환경관리,5,30
1703020423_16v1,도료 조색,5,45
1703020424_16v1,도료 신뢰성 시험,5,45
1703020501_14v1,접착제제조 생산계획수립,4,60
1703020502_16v2,접착제제조 원부재료취급,3,40
1703020503_14v1,접착제 제조,3,90
1703020504_14v1,접착제제조 품질관리,3,60
1703020505_14v1,접착제제조 설비 유지·관리,3,60
1703020506_14v1,접착제제조 보관·출하관리,2,60
1703020508_14v1,접착제제조 환경관리,3,60
1703020509_16v2,안전점검,3,20
1703020510_16v2,안전관리,5,20
1703020601_22v1,화약류 반응 파악,3,20
1703020602_22v2,합성화약류 제조,5,40
1703020603_22v2,혼합화약류 제조,5,40
1703020604_22v2,뇌관 · 도폭선 · 도화선 제조,5,40
1703020605_22v2,꽃불류 · 신호기류 제조,5,30
1703020606_22v2,화약류 품질관리,5,40
1703020607_22v2,화약류 물류관리,5,30
1703020608_22v2,화약류 위해예방 규정 적용,5,30
1703060101_21v1,환경·안전·위생관리,3,30
1703060102_21v1,생산계획,5,45
1703060103_21v1,보관관리,3,40
1703060104_21v1,제조설비 관리,5,45
1703060105_21v1,제조조건 설정,3,40
1703060106_21v1,공정 밸리데이션,5,65
1703060107_21v1,타정·충진·코팅,3,45
1703060108_21v1,선별·포장,3,30
1703060109_21v1,공기조화장치 관리,3,40
1703060110_21v1,제조용수 관리,3,40
1703060111_21v1,원료칭량,3,30
1703060112_21v1,혼합·과립화,3,30
1703060113_21v1,주사제 조제,4,40
1703060114_21v1,주사제 세척·충전,4,40
1703060115_21v1,주사제 동결건조 · 멸균,4,40
1703060116_21v1,액제 조제,3,30
1703060117_21v1,액제 세척·충전,3,30
1703060118_21v1,반고형제 조제·충전,3,30
1703060119_21v1,경피흡수제 제조,3,30
1703060201_21v1,품질검사관리,3,50
1703060202_21v1,시험방법 벨리데이션,5,65
1703060203_21v1,원부자재 품질검사,5,40
1703060204_21v1,공정·완제품 품질검사,5,40
1703060205_21v1,GMP문서·교육관리,5,50
1703060206_21v1,품질보증,5,50
1703060207_21v1,제품표준서 관리,3,40
1703060301_21v1,의약품 연구개발 계획수립,6,50
1703060302_21v1,후보화합물 설계·도출,6,60
1703060303_21v1,분석법 개발,6,60
1703060304_21v1,제형설계,6,60
1703060305_21v1,제조공정 기술이전,6,60
1703060306_21v1,허가용 품질평가,5,60
1703060307_21v1,임상시험약 준비,6,60
1703060308_21v1,의약품 인허가,5,60
1703060401_18v1,비임상시험 계획수립,6,60
1703060402_18v1,비임상시험 동물관리,3,60
1703060403_18v1,시험물질관리,4,60
1703060404_18v1,생체시료분석,4,30
1703060405_18v1,비임상 약효평가,5,60
1703060406_18v1,비임상 약동력학평가,5,120
1703060407_18v1,비임상 독성평가,5,40
1703060408_18v1,비임상시험 병리검사,4,60
1703060409_18v1,비임상 시험결과 해석,6,30
1703060410_18v1,신뢰성 보증,5,30
1703060411_18v1,인허가 자료작성,6,30
1703070101_21v1,화장품 생산 관리,5,40
1703070102_21v1,화장품 생산 계획,5,40
1703070103_21v1,화장품 외주 관리,5,30
1703070104_21v1,화장품 제조 기준서 관리,5,40
1703070105_21v1,화장품 제조 공정 관리,5,60
1703070106_21v1,화장품 제조 준비,3,40
1703070107_21v1,기초 화장품 제조,3,40
1703070108_21v1,색조 화장품 제조,3,40
1703070109_21v1,모발 화장품 제조,3,40
1703070110_21v1,바디 화장품 제조,3,40
1703070111_21v1,특수제형 화장품 제조,3,60
1703070112_21v1,화장품 포장 작업,3,40
1703070113_21v1,화장품 위생·안전관리,3,30
1703070114_21v1,화장품 제조소 환경관리,3,30
1703070115_21v1,화장품 원자재 조달 관리,5,30
1703070116_21v1,화장품 원자재 보관 관리,3,30
1703070117_21v1,화장품 완제품 물류 관리,3,30
1703070118_21v1,화장품 생산 설비 관리,5,40
1703070119_21v1,화장품 생산설비 유지·보수,3,40
1703070201_21v1,화장품 품질 보증,5,40
1703070202_21v1,화장품 GMP 관리,5,40
1703070203_21v1,화장품 시험 장비 관리,3,50
1703070204_21v1,화장품 원료 품질 검사,3,50
1703070205_21v1,화장품 자재 품질 검사,3,40
1703070206_21v1,화장품 제품 품질 검사,3,40
1703070207_21v1,화장품 관능검사,3,40
1703070208_21v1,화장품 미생물 시험,3,60
1703070209_21v1,화장품 안전기준 시험,5,60
1703070210_21v1,기능성 화장품 시험,5,40
1703070301_21v1,화장품 상품기획,5,50
1703070302_21v1,화장품 처방 연구개발,5,40
1703070303_21v1,기초화장품 처방 연구개발,5,60
1703070304_21v1,색조화장품 처방 연구개발,5,60
1703070305_21v1,모발화장품 처방 연구개발,5,60
1703070306_21v1,화장품 소재 연구개발,5,60
1703070307_21v1,화장품 유효성 연구,5,60
1703070308_21v1,화장품 안전성 연구,5,60
1703070309_21v1,화장품 포장재 개발,5,50
1703070310_21v1,화장품 양산 시제품 제조,5,40
1704010101_17v3,압출제품 사양서 검토,5,40
1704010103_17v3,압출제품 원부재료 선택,4,40
1704010106_17v3,압출제품 후가공,2,20
1704010107_17v3,압출설비 점검,2,30
1704010109_17v3,압출성형 원가관리,5,30
1704010123_17v3,압출 작업,2,40
1704010124_22v4,압출제품 공정 검사,3,30
1704010127_17v3,압출제품 부적합 관리,5,40
1704010130_17v3,압출성형 환경관리,4,20
1704010143_17v3,압출작업 준비,3,40
1704010144_17v3,압출제품 품질관리,4,30
1704010145_17v3,압출성형 안전관리,3,20
1704010201_18v2,코팅 제품 사양 분석,6,20
1704010202_18v2,코팅 제품 설계,5,20
1704010204_18v2,코팅 재료 배합 공정,4,30
1704010205_18v2,코팅 공정 관리,5,30
1704010206_18v2,코팅 생산 작업,2,20
1704010207_18v2,코팅 공정 개선,5,20
1704010208_18v2,코팅 품질 관리,4,20
1704010209_18v2,코팅 설비 유지보수,3,20
1704010210_18v2,코팅 안전환경관리,3,20
1704010211_18v2,코팅 소재 선정,4,24
1704010212_18v2,코팅 작업 준비,2,16
1704010213_18v1,코팅 제품 검사,2,16
1704010301_22v3,중공·진공성형 고객 요구 검토,5,30
1704010302_22v2,성형품 설계,5,30
1704010303_14v1,중공·진공성형 공정설계,5,40
1704010304_20v2,중공·진공성형 시험 생산,4,20
1704010305_14v1,중공·진공성형 생산,3,20
1704010306_14v1,중공·진공성형 부적합대책 수립,5,60
1704010307_14v1,중공·진공성형 후가공,2,60
1704010308_22v2,중공·진공성형 품질보증,4,60
1704010309_14v1,중공·진공성형 설비 유지보수,4,20
1704010310_14v1,중공·진공성형 안전환경관리,4,20
1704010311_22v1,중공·진공성형 공정검사,4,20
1704010401_14v1,컴파운딩 사양서 검토,5,20
1704010402_14v1,배합설계,6,20
1704010403_14v1,컴파운딩 공정설계,5,20
1704010404_20v2,컴파운딩 작업,3,20
1704010405_14v1,컴파운딩 후단공정작업,3,20
1704010406_14v1,컴파운딩 품질관리,4,20
1704010407_14v1,컴파운딩 설비 점검,2,30
1704010408_14v1,컴파운딩 사후관리,5,30
1704010409_14v1,컴파운딩 원가관리,5,60
1704010410_20v2,컴파운딩 안전환경관리,4,50
1704010411_22v1,재생플라스틱 제품생산,3,45
1704010501_17v3,사출성형품 사양서 검토,5,30
1704010502_17v3,사출성형품 검토,4,50
1704010503_17v3,시험사출 준비,2,50
1704010504_22v4,사출성형 조건 설정,4,50
1704010505_17v3,사출성형품 생산,2,50
1704010506_17v3,사출성형 부적합대책 수립,4,50
1704010507_17v3,사출성형 후가공 작업,3,50
1704010508_17v3,사출성형품 품질관리,4,50
1704010509_22v4,사출성형 공정검사,3,40
1704010510_17v3,사출성형 후가공 공정관리,4,40
1704010511_17v3,사출성형 설비 유지관리,3,50
1704010512_17v3,사출성형 설비점검,2,40
1704010513_17v3,사출성형 외주관리,3,20
1704010514_17v3,사출성형 안전관리,3,40
1704020101_22v2,고무배합 요구사양 검토,5,40
1704020102_22v2,고무배합표 작성,4,50
1704020103_22v2,고무배합 조건 설정,4,60
1704020104_22v2,고무배합 공정 설정,4,40
1704020105_22v2,고무배합물 품질평가,4,60
1704020107_22v2,고무배합 설비점검,4,20
